EVENTO;ITENS;CATEGORIA;VALOR
COFFEE BREAK BÁSICO;Água;BEBIDAS; R$ 49,00 
COFFEE BREAK BÁSICO;Café;BEBIDAS;
COFFEE BREAK BÁSICO;Chás Variados;BEBIDAS;
;LANCHES (1 opção);;
COFFEE BREAK BÁSICO;Petit Fours da Nossa Confeitaria;LANCHES;
COFFEE BREAK BÁSICO;Pão de Queijo Tradicional;LANCHES;
